Id,Date,Thread,Level,Logger,Message,Exception,Application,CorrelationId,CallingMethod,User,PercentProcessorTime,AvailableMemoryMB
15396,2017-08-10 13:22:09.207,5,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D1BD7B5E-78E1-4961-93BE-73C158470CBA,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,12.55572,8248
15395,2017-08-10 13:22:08.237,5,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D1BD7B5E-78E1-4961-93BE-73C158470CBA,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,7.296141,8269
15394,2017-08-10 13:22:07.487,5,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D1BD7B5E-78E1-4961-93BE-73C158470CBA,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,21.43324,8279
15393,2017-08-10 13:22:07.377,5,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,D1BD7B5E-78E1-4961-93BE-73C158470CBA,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,23.30313,8279
15392,2017-08-10 13:22:05.127,5,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,D1BD7B5E-78E1-4961-93BE-73C158470CBA,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,0,8378
15391,2017-08-10 10:17:25.900,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: Something happened.,,App Integration Tests,0FD18151-E586-43AD-841B-11C98561561B,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogInfoMessage,,35.69149,6033
15390,2017-08-10 10:17:25.200,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It ended.,,App Integration Tests,0FD18151-E586-43AD-841B-11C98561561B,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithResult,,35.52472,5960
15389,2017-08-10 10:17:24.540,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,0FD18151-E586-43AD-841B-11C98561561B,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithResult,,35.52472,5960
15388,2017-08-10 10:17:23.830,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It ended.,,App Integration Tests,68288A16-BFB1-40B8-9782-4B89C3E27210,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithoutResult,,69.77362,5960
15387,2017-08-10 10:17:23.110,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,68288A16-BFB1-40B8-9782-4B89C3E27210,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldPreAndPostInfoWithoutResult,,69.77362,5960
15386,2017-08-10 10:17:23.077,Runner thread,ERROR,Matarisvan.IntegrationTests.Infrastructure.LogTests,Error occurred: 'INTEGRATION TESTING: It ended.',"System.Exception: INTEGRATION TESTING: Error occurred.    at Matarisvan.IntegrationTests.Infrastructure.LogTests.LogInfo_Action_String.<>c.<ShouldLogException>b__1_0() in C:\Working\App\Matarisvan.IntegrationTests\Infrastructure\LogTests.cs:line 48    at Matarisvan.Infrastructure.Logging.Log.LogAny[T,TResult](Level level, String message, Nullable`1 correlationId, String callingMethod, Action taskA, Func`1 taskF, String postMsg, Exception exception) in C:\Working\App\Matarisvan.Infrastructure\Logging\Log.cs:line 133",App Integration Tests,NULL,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogException,,0,5961
15385,2017-08-10 10:17:23.043,Runner thread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: It started.,,App Integration Tests,NULL,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogException,,0,5961
15384,2017-08-10 10:17:18.290,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,C5A6AFFF-EC68-4E3D-BBD7-714BD94ECC34,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"70,66001",5997
15383,2017-08-10 10:17:01.153,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,C5A6AFFF-EC68-4E3D-BBD7-714BD94ECC34,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"70,66001",5997
15382,2017-08-10 10:17:01.123,20,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,0F626DD6-177C-4F27-A008-58DCF4B87EF9,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"69,0094",6083
15381,2017-08-10 10:16:43.833,20,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,0F626DD6-177C-4F27-A008-58DCF4B87EF9,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"69,0094",6083
15380,2017-08-10 10:16:43.793,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,78A77433-FB01-45FF-90D6-5A1D30BE8E2E,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"68,25783",6106
15379,2017-08-10 10:16:25.897,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,78A77433-FB01-45FF-90D6-5A1D30BE8E2E,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"68,25783",6106
15378,2017-08-10 10:16:25.830,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient End,,App Web Back-end,3048ECA2-18A2-4886-AD9D-D2FFE472AC19,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"71,42401",6040
15377,2017-08-10 10:16:04.053,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController,NonGlobalCompaniesController.GetByClient Start,,App Web Back-end,3048ECA2-18A2-4886-AD9D-D2FFE472AC19,Matarisvan.Application.Services.WebApi.NonGlobalCompaniesController.GetByClient,,"71,42401",6040
15376,2017-08-10 10:16:03.853,20,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,850EC146-7730-42FD-8AA8-38D1A9CE15E2,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"60,1035",6049
15375,2017-08-10 10:16:03.573,20,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,850EC146-7730-42FD-8AA8-38D1A9CE15E2,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"60,1035",6049
15374,2017-08-10 10:16:02.643,20,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,850EC146-7730-42FD-8AA8-38D1A9CE15E2,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"76,06303",6021
15373,2017-08-10 10:15:58.677,20,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,850EC146-7730-42FD-8AA8-38D1A9CE15E2,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"63,199",6079
15372,2017-08-10 10:15:58.647,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,BA559E34-1490-4788-9617-FABB4AF4929C,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"64,27763",6081
15371,2017-08-10 10:15:58.370,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,BA559E34-1490-4788-9617-FABB4AF4929C,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"64,27763",6081
15370,2017-08-10 10:15:57.440,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,BA559E34-1490-4788-9617-FABB4AF4929C,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"70,9613",6085
15369,2017-08-10 10:15:53.567,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,BA559E34-1490-4788-9617-FABB4AF4929C,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"93,11475",6097
15368,2017-08-10 10:15:53.463,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,05AB7C01-27DE-44F0-99F2-CB06D23BC1AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"84,87502",6103
15367,2017-08-10 10:15:53.170,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,05AB7C01-27DE-44F0-99F2-CB06D23BC1AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"84,87502",6103
15366,2017-08-10 10:15:52.240,12,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447486457', institutionId '10668015', relatedClients 1447486457",,App Web Back-end,05AB7C01-27DE-44F0-99F2-CB06D23BC1AF,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"68,46826",6100
15365,2017-08-10 10:15:47.793,12,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching non-global subsidiaries for institution '10668015' & client '1447486457',,App Web Back-end,05AB7C01-27DE-44F0-99F2-CB06D23BC1AF,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"67,86783",6105
15364,2017-08-10 10:15:46.360,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,B33BD049-6D49-4489-9316-E5E623541D78,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"68,82489",6279
15363,2017-08-10 10:15:17.523,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,B33BD049-6D49-4489-9316-E5E623541D78,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"68,82489",6279
15362,2017-08-10 10:15:17.267,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,17BCAB30-F867-4723-A700-9496FDB19806,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"64,70802",6227
15361,2017-08-10 10:14:48.077,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,17BCAB30-F867-4723-A700-9496FDB19806,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"64,70802",6227
15360,2017-08-10 10:14:47.777,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,9C30B992-EBED-4DBB-BF24-C8DA4366CE4F,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"48,75068",6322
15359,2017-08-10 10:14:16.387,8,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,9C30B992-EBED-4DBB-BF24-C8DA4366CE4F,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"48,75068",6322
15358,2017-08-10 10:14:16.107,21,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,8597C131-C922-4291-8B6B-819EACE051BF,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"53,39013",5829
15357,2017-08-10 10:13:42.110,21,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,8597C131-C922-4291-8B6B-819EACE051BF,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,,"53,39013",5829
15356,2017-08-10 10:13:41.747,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"39,49738",5866
15355,2017-08-10 10:12:27.380,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"39,49738",5866
15354,2017-08-10 10:12:24.687,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"39,54428",5870
15353,2017-08-10 10:12:22.490,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"33,38022",5855
15352,2017-08-10 10:12:21.563,18,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"34,2114",5856
15351,2017-08-10 10:12:17.777,18,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,FF6E52D1-9CC6-4076-A3C4-DEAEE0FC9CA3,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"83,11573",5835
15350,2017-08-10 10:12:17.730,16,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"61,36911",5879
15349,2017-08-10 10:11:02.077,16,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"61,36911",5879
15348,2017-08-10 10:10:59.307,16,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"63,14208",5883
15347,2017-08-10 10:10:56.870,16,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"58,73798",5897
15346,2017-08-10 10:10:55.940,16,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"59,31139",5898
15345,2017-08-10 10:10:52.150,16,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,D120EDCD-48A3-4917-98BF-979056AFA7B6,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,"45,79478",5882
15344,2017-08-10 10:10:51.663,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"37,44305",5851
15343,2017-08-10 10:09:31.163,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"37,44305",5851
15342,2017-08-10 10:09:26.517,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"51,14757",5858
15341,2017-08-10 10:09:22.623,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"unidentifiedSubsidiaryId '4042613', unidentifiedSubsidiaryAdvisorId '346270'",,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.GetQueryable,,"40,64173",5792
15340,2017-08-10 10:09:21.623,8,INFO,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService,"ClientId '1447485087', institutionId '1295', relatedClients 1447485087 1447485088 1447486415 1447486416",,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Domain.Services.SubsidiaryHoldingPivotService.Get,,"41,77063",5821
15339,2017-08-10 10:09:10.783,8,INFO,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController,Fetching global subsidiaries for institution '1295' & client '1447485087',,App Web Back-end,884AA0FE-AFFC-4BE9-BF0C-97BBE0CB10E3,Matarisvan.Application.Services.WebApi.NonGlobalSubsidiaryCompaniesController.GetByInstitutionAndClient,,0,5986
15338,2017-08-10 08:14:40.393,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient End,,App Web Back-end,D16FBAC1-DD39-4AD4-9E39-E77169725E4D,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,5695
15337,2017-08-10 08:13:53.940,7,INFO,Matarisvan.Application.Services.WebApi.GlobalCompaniesController,GlobalCompaniesController.GetByClient Start,,App Web Back-end,D16FBAC1-DD39-4AD4-9E39-E77169725E4D,Matarisvan.Application.Services.WebApi.GlobalCompaniesController.GetByClient,dmorris@matarisvan.co,0,5695
15336,2017-08-08 15:45:14.943,TestRunnerThread,INFO,Matarisvan.IntegrationTests.Infrastructure.LogTests,INTEGRATION TESTING: Something happened.,,App Integration Tests,0BF98815-A757-4024-912A-863237790AF1,Matarisvan.IntegrationTests.Infrastructure.LogTests.ShouldLogInfoMessage,,18.3598,5538
